if_ncov,old_gis_id,new_id,station_full_name,station,station_train_name,province_city,lat,long,address,province,city,站名,lng火星,lat火星,type,WGS84_Lng,WGS84_Lat,if_in_gis
10,962,962,武昌站,武昌,武昌火车站,湖北_武汉,30.528422,114.317801,湖北省武汉市武昌区东安路,湖北,武汉,武昌站,114.317801,30.528422,passenger,114.312343,30.530832,1
#N/A,963,963,天门站,天门,天门火车站,湖北_天门,30.427844,113.456546,湖北省湖北省直辖县级行政单位天门市,湖北,天门,天门站,113.456546,30.427844,passenger,113.450523,30.430248,1
517,964,964,天门南站,天门南,天门南火车站,湖北_天门,30.427844,113.456546,湖北省湖北省直辖县级行政单位天门市,湖北,天门,天门南站,113.456546,30.427844,passenger,113.450523,30.430248,1
254,965,965,随州站,随州,随州火车站,湖北_随州,31.72177,113.417234,湖北省随州市曾都区迎宾大道,湖北,随州,随州站,113.417234,31.72177,passenger,113.411013,31.723643,1
#N/A,966,966,广水站,广水,广水火车站,湖北_随州,31.631804,114.036996,湖北省随州市广水市G107,湖北,随州,广水站,114.036996,31.631804,passenger,114.031209,31.633738,1
501,967,967,十堰站,十堰,十堰火车站,湖北_十堰,32.603598,110.781619,湖北省十堰市茅箭区车站路11号,湖北,十堰,十堰站,110.781619,32.603598,passenger,110.776289,32.605774,1
#N/A,968,968,武当山站,武当山,武当山火车站,湖北_十堰,32.538439,110.966373,湖北省十堰市丹江口市G209,湖北,十堰,武当山站,110.966373,32.538439,passenger,110.960972,32.54071,1
19,969,969,荆州站,荆州,荆州火车站,湖北_荆州,30.369761,112.213011,湖北省荆州市荆州区郢南路,湖北,荆州,荆州站,112.213011,30.369761,passenger,112.207267,30.37229,1
#N/A,970,970,潜江站,潜江,潜江火车站,湖北_潜江,30.389616,112.939157,湖北省湖北省直辖县级行政单位潜江市,湖北,潜江,潜江站,112.939157,30.389616,passenger,112.933528,30.39231,1
#N/A,971,971,京山站,京山,京山火车站,湖北_荆门,31.035724,113.13628,湖北省荆门市京山县新市大道,湖北,荆门,京山站,113.13628,31.035724,passenger,113.130173,31.037814,1
#N/A,972,972,松滋站,松滋,松滋火车站,湖北_荆州,30.172691,111.607667,湖北省荆州市松滋市S332,湖北,荆州,松滋站,111.607667,30.172691,passenger,111.602135,30.175454,1
#N/A,973,973,荆门站,荆门,荆门火车站,湖北_荆门,31.051049,112.211897,湖北省荆门市东宝区金龙泉大道4号,湖北,荆门,荆门站,112.211897,31.051049,passenger,112.206092,31.053273,1
#N/A,974,974,钟祥站,钟祥,钟祥火车站,湖北_荆门,31.175808,112.616461,湖北省荆门市钟祥市石城大道东路,湖北,荆门,钟祥站,112.616461,31.175808,passenger,112.610884,31.178163,1
#N/A,975,975,黄石北站,黄石北,黄石北火车站,湖北_黄石,30.211491,115.008142,湖北省黄石市下陆区伍家洪大道,湖北,黄石,黄石北站,115.008142,30.211491,passenger,115.002856,30.213997,1
#N/A,976,976,阳新站,阳新,阳新火车站,湖北_黄石,29.860065,115.180317,湖北省黄石市阳新县S316,湖北,黄石,阳新站,115.180317,29.860065,passenger,115.174967,29.862523,1
#N/A,977,977,黄石站,黄石,黄石火车站,湖北_黄石,30.153893,114.94071,湖北省黄石市大冶市金桥大道,湖北,黄石,黄石站,114.94071,30.153893,passenger,114.935645,30.156579,1
#N/A,978,978,大冶北站,大冶北,大冶北火车站,湖北_黄石,30.121022,115.00032,湖北省黄石市大冶市,湖北,黄石,大冶北站,115.00032,30.121022,passenger,114.995071,30.123555,1
#N/A,979,979,黄梅站,黄梅,黄梅火车站,湖北_黄冈,30.093556,115.942623,湖北省黄冈市黄梅县站前大道,湖北,黄冈,黄梅站,115.942623,30.093556,passenger,115.937647,30.096226,1
#N/A,980,980,小池口站,小池口,小池口火车站,湖北_黄冈,29.760217,116.012044,湖北省黄冈市黄梅县小池镇,湖北,黄冈,小池口站,116.012044,29.760217,passenger,116.006914,29.762715,1
#N/A,981,981,蔡山站,蔡山,蔡山火车站,湖北_黄冈,29.883713,115.819633,湖北省黄冈市黄梅县蔡山镇,湖北,黄冈,蔡山站,115.819633,29.883713,passenger,115.81454,29.886317,1
#N/A,982,982,孔垄站,孔垄,孔垄火车站,湖北_黄冈,29.911417,115.898031,湖北省黄冈市黄梅县孔垄镇,湖北,黄冈,孔垄站,115.898031,29.911417,passenger,115.893091,29.914125,1
#N/A,983,983,蕲春站,蕲春,蕲春火车站,湖北_黄冈,30.241876,115.445657,湖北省黄冈市蕲春县广场西路18号,湖北,黄冈,蕲春站,115.445657,30.241876,passenger,115.440183,30.244256,1
#N/A,984,984,武穴站,武穴,武穴火车站,湖北_黄冈,29.969029,115.637617,湖北省黄冈市武穴市S204,湖北,黄冈,武穴站,115.637617,29.969029,passenger,115.632541,29.971709,1
#N/A,985,985,黄州站,黄州,黄州火车站,湖北_黄冈,30.585336,115.004558,湖北省黄冈市黄州区京港路,湖北,黄冈,黄州站,115.004558,30.585336,passenger,114.999253,30.587777,1
#N/A,986,986,浠水站,浠水,浠水火车站,湖北_黄冈,30.433024,115.242678,湖北省黄冈市浠水县X313(安时大道),湖北,黄冈,浠水站,115.242678,30.433024,passenger,115.237359,30.435522,1
617,987,987,黄冈东站,黄冈东,黄冈东火车站,湖北_黄冈,30.50754,114.985344,湖北省黄冈市黄州区Y105(新华路),湖北,黄冈,黄冈东站,114.985344,30.50754,passenger,114.980116,30.510066,1
581,988,988,麻城北站,麻城北,麻城北火车站,湖北_黄冈,31.192731,114.991169,湖北省麻城市经济开发区金通大道北端,湖北,黄冈,麻城北站,114.991169,31.192731,passenger,114.985861,31.194891,1
#N/A,989,989,黄冈站,黄冈,黄冈火车站,湖北_黄冈,30.486013,114.943279,湖北省黄冈市黄州区G106(路口大道),湖北,黄冈,黄冈站,114.943279,30.486013,passenger,114.93818,30.488649,1
45,990,990,麻城站,麻城,麻城火车站,湖北_黄冈,31.146285,114.96389,湖北省黄冈市麻城市站前路,湖北,黄冈,麻城站,114.96389,31.146285,passenger,114.95868,31.148545,1
#N/A,991,991,红安西站,红安西,红安西火车站,湖北_黄冈,31.004163,114.631885,湖北省黄冈市红安县八里湾镇,湖北,黄冈,红安西站,114.631885,31.004163,passenger,114.626773,31.006567,1
#N/A,992,992,黄冈西站,黄冈西,黄冈西火车站,湖北_黄冈,30.503708,114.888012,湖北省黄冈市黄州区S112,湖北,黄冈,黄冈西站,114.888012,30.503708,passenger,114.88296,30.506374,1
#N/A,993,993,建始站,建始,建始火车站,湖北_恩施土家族苗族自治州,30.567411,109.728256,湖北省恩施土家族苗族自治州建始县,湖北,恩施土家族苗族自治州,建始站,109.728256,30.567411,passenger,109.723368,30.569957,1
#N/A,994,994,巴东站,巴东,巴东火车站,湖北_恩施土家族苗族自治州,30.66286,110.357797,湖北省恩施土家族苗族自治州巴东县谭李线,湖北,恩施土家族苗族自治州,巴东站,110.357797,30.66286,passenger,110.352683,30.665202,1
#N/A,995,995,利川站,利川,利川火车站,湖北_恩施土家族苗族自治州,30.279266,108.940306,湖北省恩施土家族苗族自治州利川市南环大道,湖北,恩施土家族苗族自治州,利川站,108.940306,30.279266,passenger,108.935953,30.282031,1
318,996,996,恩施站,恩施,恩施火车站,湖北_恩施土家族苗族自治州,30.348307,109.485636,湖北省恩施土家族苗族自治州恩施市金桂大道,湖北,恩施土家族苗族自治州,恩施站,109.485636,30.348307,passenger,109.480752,30.35086,1
#N/A,997,997,鄂州东站,鄂州东,鄂州东火车站,湖北_鄂州,30.361464,114.948048,湖北省鄂州市鄂城区,湖北,鄂州,鄂州东站,114.948048,30.361464,passenger,114.942948,30.364119,1
#N/A,998,998,花湖站,花湖,花湖火车站,湖北_鄂州,30.261101,115.022363,湖北省鄂州市鄂城区花湖大道,湖北,鄂州,花湖站,115.022363,30.261101,passenger,115.017022,30.263562,1
#N/A,999,999,华容东站,华容东,华容东火车站,湖北_鄂州,30.531951,114.786499,湖北省鄂州市华容区华容镇东南约三公里（公路距离）的熊皮村境内,湖北,鄂州,华容东站,114.786499,30.531951,passenger,114.781273,30.534453,1
328,1000,1000,鄂州站,鄂州,鄂州火车站,湖北_鄂州,30.362469,114.866603,湖北省鄂州市鄂城区G316(江碧路),湖北,鄂州,鄂州站,114.866603,30.362469,passenger,114.86154,30.365146,1
#N/A,1001,1001,葛店南站,葛店南,葛店南火车站,湖北_鄂州,30.490269,114.659822,湖北省鄂州市华容区高新大道,湖北,鄂州,葛店南站,114.659822,30.490269,passenger,114.654704,30.492877,1
#N/A,1002,1002,华容南站,华容南,华容南火车站,湖北_鄂州,30.446757,114.774603,湖北省鄂州市华容区,湖北,鄂州,华容南站,114.774603,30.446757,passenger,114.76937,30.44927,1
#N/A,1003,1003,汤旺河站,汤旺河,汤旺河火车站,黑龙江_伊春,48.455034,129.581324,黑龙江省伊春市汤旺河区东风大街,黑龙江,伊春,汤旺河站,129.581324,48.455034,passenger,129.573531,48.453017,1
#N/A,1004,1004,浩良河站,浩良河,浩良河火车站,黑龙江_伊春,46.734532,129.644473,黑龙江省伊春市南岔区浩良河镇,黑龙江,伊春,浩良河站,129.644473,46.734532,passenger,129.636961,46.732578,1
#N/A,1005,1005,新青站,新青,新青火车站,黑龙江_伊春,48.291503,129.527095,黑龙江省伊春市新青区安泰大街,黑龙江,伊春,新青站,129.527095,48.291503,passenger,129.51921,48.289353,1
#N/A,1006,1006,威岭站,威岭,威岭火车站,黑龙江_伊春,46.865018,129.561865,黑龙江省伊春市南岔区,黑龙江,伊春,威岭站,129.561865,46.865018,passenger,129.554372,46.86302,1
#N/A,1007,1007,乌伊岭站,乌伊岭,乌伊岭火车站,黑龙江_伊春,48.598057,129.440644,黑龙江省伊春市南乌铁路,黑龙江,伊春,乌伊岭站,129.440644,48.598057,passenger,129.432396,48.595726,1
#N/A,1008,1008,晨明站,晨明,晨明火车站,黑龙江_伊春,46.981297,129.494025,黑龙江省伊春市南岔区晨明镇,黑龙江,伊春,晨明站,129.494025,46.981297,passenger,129.486287,46.979067,1
#N/A,1009,1009,红星站,红星,红星火车站,黑龙江_伊春,48.242053,129.391576,黑龙江省伊春市红星区团结街,黑龙江,伊春,红星站,129.391576,48.242053,passenger,129.383395,48.239631,1
#N/A,1010,1010,金山屯站,金山屯,金山屯火车站,黑龙江_伊春,47.423303,129.423487,黑龙江省伊春市金山屯区迎宾路,黑龙江,伊春,金山屯站,129.423487,47.423303,passenger,129.415471,47.420732,1
#N/A,1011,1011,柳树站,柳树,柳树火车站,黑龙江_伊春,47.174806,129.336617,黑龙江省伊春市南岔区,黑龙江,伊春,柳树站,129.336617,47.174806,passenger,129.328813,47.17239,1
#N/A,1012,1012,绿潭站,绿潭,绿潭火车站,黑龙江_伊春,47.115324,129.38026,黑龙江省伊春市南岔区,黑龙江,伊春,绿潭站,129.38026,47.115324,passenger,129.372338,47.11287,1
#N/A,1013,1013,南岔站,南岔,南岔火车站,黑龙江_伊春,47.134272,129.280973,黑龙江省伊春市南岔区中经路2号,黑龙江,伊春,南岔站,129.280973,47.134272,passenger,129.27336,47.131969,1
#N/A,1014,1014,西林站,西林,西林火车站,黑龙江_伊春,47.484758,129.316225,黑龙江省伊春市西林区西林街道,黑龙江,伊春,西林站,129.316225,47.484758,passenger,129.30843,47.482282,1
#N/A,1015,1015,五营站,五营,五营火车站,黑龙江_伊春,48.118859,129.243698,黑龙江省伊春市五营区五营街道,黑龙江,伊春,五营站,129.243698,48.118859,passenger,129.235943,48.116581,1
#N/A,1016,1016,苔青站,苔青,苔青火车站,黑龙江_伊春,47.568558,129.267596,黑龙江省伊春市西林区苔青镇铁西街,黑龙江,伊春,苔青站,129.267596,47.568558,passenger,129.259925,47.566142,1
#N/A,1017,1017,松青站,松青,松青火车站,黑龙江_伊春,47.09723,129.119198,黑龙江省伊春市南岔区X145(桃南公路),黑龙江,伊春,松青站,129.119198,47.09723,passenger,129.111526,47.094793,1
#N/A,1018,1018,美溪站,美溪,美溪火车站,黑龙江_伊春,47.637221,129.141113,黑龙江省伊春市美溪区利民大街,黑龙江,伊春,美溪站,129.141113,47.637221,passenger,129.133346,47.634668,1
#N/A,1019,1019,带岭站,带岭,带岭火车站,黑龙江_伊春,47.023604,129.020803,黑龙江省伊春市带岭区迎宾路2,黑龙江,伊春,带岭站,129.020803,47.023604,passenger,129.013422,47.021322,1
#N/A,1020,1020,红山站,红山,红山火车站,黑龙江_伊春,47.988873,129.032486,黑龙江省伊春市红山火车站,黑龙江,伊春,红山站,129.032486,47.988873,passenger,129.02485,47.986462,1
#N/A,1021,1021,朗乡站,朗乡,朗乡火车站,黑龙江_伊春,46.958895,128.878496,黑龙江省伊春市铁力市迎宾路,黑龙江,伊春,朗乡站,128.878496,46.958895,passenger,128.871629,46.956885,1
#N/A,1022,1022,伊春站,伊春,伊春火车站,黑龙江_伊春,47.729121,128.92701,黑龙江省伊春市伊春区G1111(鹤嫩公路),黑龙江,伊春,伊春站,128.92701,47.729121,passenger,128.91994,47.726905,1
#N/A,1023,1023,双子河站,双子河,双子河火车站,黑龙江_伊春,47.831764,128.84171,黑龙江省伊春市友好区和平路,黑龙江,伊春,双子河站,128.84171,47.831764,passenger,128.834638,47.829521,1
#N/A,1024,1024,友好站,友好,友好火车站,黑龙江_伊春,47.864597,128.848839,黑龙江省伊春市友好区东升街,黑龙江,伊春,友好站,128.848839,47.864597,passenger,128.841772,47.862376,1
201,1025,1025,徐州东站,徐州东,徐州东火车站,江苏_徐州,34.26687,117.303151,江苏省徐州市贾汪区站西高架路,江苏,徐州,徐州东站,117.303151,34.26687,passenger,117.297351,34.268109,1
#N/A,1026,1026,邳州站,邳州,邳州火车站,江苏_徐州,34.317056,117.958508,江苏省徐州市邳州市青年西路二巷,江苏,徐州,邳州站,117.958508,34.317056,passenger,117.952968,34.318426,1
#N/A,1027,1027,沭阳站,沭阳,沭阳火车站,江苏_宿迁,34.11168,118.764129,江苏省宿迁市沭阳县S245(苏州西路),江苏,宿迁,沭阳站,118.764129,34.11168,passenger,118.758709,34.112998,1
33,1028,1028,徐州站,徐州,徐州火车站,江苏_徐州,34.265367,117.207387,江苏省徐州市云龙区津浦东路,江苏,徐州,徐州站,117.207387,34.265367,passenger,117.201648,34.266624,1
#N/A,1029,1029,洋河站,洋河,洋河火车站,江苏_宿迁,33.789743,118.368378,江苏省宿迁市宿城区新城大道,江苏,宿迁,洋河站,118.368378,33.789743,passenger,118.362744,33.790978,1
#N/A,1030,1030,泗阳站,泗阳,泗阳火车站,江苏_宿迁,33.754794,118.714034,江苏省宿迁市泗阳县上海北路,江苏,宿迁,泗阳站,118.714034,33.754794,passenger,118.708676,33.756218,1
211,1031,1031,无锡东站,无锡东,无锡东火车站,江苏_无锡,31.596954,120.460127,江苏省无锡市锡山区迎安路,江苏,无锡,无锡东站,120.460127,31.596954,passenger,120.455537,31.598783,1
#N/A,1032,1032,泗洪站,泗洪,泗洪火车站,江苏_宿迁,33.606898,118.219115,江苏省宿迁市泗洪县常熟路,江苏,宿迁,泗洪站,118.219115,33.606898,passenger,118.213613,33.608336,1
25,1033,1033,无锡站,无锡,无锡火车站,江苏_无锡,31.587145,120.305513,江苏省无锡市崇安区二支路31号,江苏,无锡,无锡站,120.305513,31.587145,passenger,120.300905,31.589036,1
#N/A,1034,1034,无锡新区站,无锡新区,无锡新区火车站,江苏_无锡,31.49808,120.392171,江苏省无锡市滨湖区长江南路2876,江苏,无锡,无锡新区站,120.392171,31.49808,passenger,120.387472,31.499848,1
#N/A,1035,1035,宜兴站,宜兴,宜兴火车站,江苏_无锡,31.311915,119.813306,江苏省无锡市宜兴市G25(长深高速公路),江苏,无锡,宜兴站,119.813306,31.311915,passenger,119.80845,31.313991,1
#N/A,1036,1036,惠山站,惠山,惠山火车站,江苏_无锡,31.669631,120.201561,江苏省无锡市惠山区经二路,江苏,无锡,惠山站,120.201561,31.669631,passenger,120.196882,31.671535,1
#N/A,1037,1037,泰州站,泰州,泰州火车站,江苏_泰州,32.528973,119.980458,江苏省泰州市海陵区京泰路1号,江苏,泰州,泰州站,119.980458,32.528973,passenger,119.975628,32.531063,1
#N/A,1038,1038,姜堰站,姜堰,姜堰火车站,江苏_泰州,32.534259,120.119815,江苏省泰州市姜堰区X305(站前路),江苏,泰州,姜堰站,120.119815,32.534259,passenger,120.114833,32.536112,1
#N/A,1039,1039,昆山站,昆山,昆山火车站,江苏_苏州,31.366478,120.957989,江苏省苏州市昆山市人民路3号,江苏,苏州,昆山站,120.957989,31.366478,passenger,120.953738,31.368569,1
#N/A,1040,1040,花桥站,花桥,花桥火车站,江苏_苏州,31.335858,121.045887,江苏省苏州市昆山市金阳东路,江苏,苏州,花桥站,121.045887,31.335858,passenger,121.04134,31.337715,1
#N/A,1041,1041,阳澄湖站,阳澄湖,阳澄湖火车站,江苏_苏州,31.380199,120.861847,江苏省苏州市昆山市新城路,江苏,苏州,阳澄湖站,120.861847,31.380199,passenger,120.857648,31.382323,1
#N/A,1042,1042,昆山南站,昆山南,昆山南火车站,江苏_苏州,31.35293,120.950756,江苏省苏州市昆山市创业路,江苏,苏州,昆山南站,120.950756,31.35293,passenger,120.946526,31.355041,1
#N/A,1043,1043,苏州北站,苏州北,苏州北火车站,江苏_苏州,31.421681,120.6432,江苏省苏州市相城区南天成路,江苏,苏州,苏州北站,120.6432,31.421681,passenger,120.638983,31.423789,1
#N/A,1044,1044,苏州园区站,苏州园区,苏州园区火车站,江苏_苏州,31.341223,120.710797,江苏省苏州市吴中区至和西路,江苏,苏州,苏州园区站,120.710797,31.341223,passenger,120.706458,31.343236,1
#N/A,1045,1045,苏州新区站,苏州新区,苏州新区火车站,江苏_苏州,31.371905,120.524742,江苏省苏州市虎丘区Y109(虎泉路),江苏,苏州,苏州新区站,120.524742,31.371905,passenger,120.520413,31.373956,1
268,1046,1046,苏州站,苏州,苏州火车站,江苏_苏州,31.329685,120.610812,江苏省苏州市姑苏区北环辅路隧道,江苏,苏州,苏州站,120.610812,31.329685,passenger,120.606639,31.331858,1
#N/A,1047,1047,栟茶站,栟茶,栟茶火车站,江苏_南通,32.498533,120.880928,江苏省南通市如东县站前路,江苏,南通,栟茶站,120.880928,32.498533,passenger,120.87666,32.500733,1
#N/A,1048,1048,如东站,如东,如东火车站,江苏_南通,32.444782,121.176831,江苏省南通市如东县站前路,江苏,南通,如东站,121.176831,32.444782,passenger,121.172211,32.446726,1
#N/A,1049,1049,如皋站,如皋,如皋火车站,江苏_南通,32.38302,120.606225,江苏省南通市如皋市如丁线,江苏,南通,如皋站,120.606225,32.38302,passenger,120.601965,32.385247,1
116,1050,1050,南通站,南通,南通火车站,江苏_南通,32.068254,120.860201,江苏省南通市港闸区永兴大道,江苏,南通,南通站,120.860201,32.068254,passenger,120.855943,32.070411,1
#N/A,1051,1051,溧水站,溧水,溧水火车站,江苏_南京,31.679769,119.096552,江苏省南京市溧水区站前大道,江苏,南京,溧水站,119.096552,31.679769,passenger,119.091109,31.681546,1
#N/A,1052,1052,海安县站,海安县,海安县火车站,江苏_南通,32.547939,120.50455,江苏省南通市海安县S221,江苏,南通,海安县站,120.50455,32.547939,passenger,120.500044,32.549971,1
#N/A,1053,1053,江宁站,江宁,江宁火车站,江苏_南京,31.936371,118.898928,江苏省南京市江宁区G25(长深高速公路),江苏,南京,江宁站,118.898928,31.936371,passenger,118.893917,31.938563,1
#N/A,1054,1054,仙林站,仙林,仙林火车站,江苏_南京,32.122565,118.912648,江苏省南京市栖霞区G312(宁镇公路),江苏,南京,仙林站,118.912648,32.122565,passenger,118.907615,32.124796,1
54,1055,1055,南京南站,南京南,南京南火车站,江苏_南京,31.968681,118.797932,江苏省南京市江宁区玉兰路98号,江苏,南京,南京南站,118.797932,31.968681,passenger,118.792759,31.970737,1
#N/A,1056,1056,南京站,南京,南京火车站,江苏_南京,32.087088,118.798163,江苏省南京市玄武区红山南路隧道,江苏,南京,南京站,118.798163,32.087088,passenger,118.792979,32.089171,1
#N/A,1057,1057,连云港站,连云港,连云港火车站,江苏_连云港,34.609098,119.163393,江苏省连云港市新浦区人民东路1号,江苏,连云港,连云港站,119.163393,34.609098,passenger,119.157744,34.610028,1
#N/A,1058,1058,连云港东站,连云港东,连云港东火车站,江苏_连云港,34.718056,119.34076,江苏省连云港市连云区汇泉路,江苏,连云港,连云港东站,119.34076,34.718056,passenger,119.335104,34.718876,1
#N/A,1059,1059,淮安站,淮安,淮安火车站,江苏_淮安,33.648823,119.03317,江苏省淮安市淮阴区珠海路28号,江苏,淮安,淮安站,119.03317,33.648823,passenger,119.027648,33.650154,1
33,1060,1060,东海县站,东海县,东海县火车站,江苏_连云港,34.51712,118.768159,江苏省连云港市东海县站前街39号,江苏,连云港,东海县站,118.768159,34.51712,passenger,118.7627,34.518246,1
#N/A,1061,1061,常州站,常州,常州火车站,江苏_常州,31.785194,119.973263,江苏省常州市天宁区关河东路,江苏,常州,常州站,119.973263,31.785194,passenger,119.968517,31.787233,1
#N/A,1062,1062,戚墅堰站,戚墅堰,戚墅堰火车站,江苏_常州,31.723003,120.067637,江苏省常州市戚墅堰区泡桐路,江苏,常州,戚墅堰站,120.067637,31.723003,passenger,120.062696,31.72479,1
#N/A,1063,1063,溧阳站,溧阳,溧阳火车站,江苏_常州,31.386214,119.503088,江苏省常州市溧阳市燕城大道,江苏,常州,溧阳站,119.503088,31.386214,passenger,119.49796,31.388213,1
#N/A,1064,1064,常州北站,常州北,常州北火车站,江苏_常州,31.854099,119.955427,江苏省常州市新北区北一路,江苏,常州,常州北站,119.955427,31.854099,passenger,119.950711,31.856195,1
#N/A,1065,1065,谢家镇站,谢家镇,谢家镇火车站,吉林_长春,44.568629,126.812787,吉林省长春市榆树市,吉林,长春,谢家镇站,126.812787,44.568629,passenger,126.806843,44.566646,1
#N/A,1066,1066,瓦屋山站,瓦屋山,瓦屋山火车站,江苏_常州,31.558735,119.273917,江苏省常州市溧阳市北山西路,江苏,常州,瓦屋山站,119.273917,31.558735,passenger,119.268691,31.560685,1
#N/A,1067,1067,榆树站,榆树,榆树火车站,吉林_长春,44.817061,126.535028,吉林省长春市榆树市铁北路144,吉林,长春,榆树站,126.535028,44.817061,passenger,126.529144,44.81512,1
#N/A,1068,1068,新立镇站,新立镇,新立镇火车站,吉林_长春,44.69338,126.727717,吉林省长春市榆树市X021,吉林,长春,新立镇站,126.727717,44.69338,passenger,126.721703,44.691351,1
#N/A,1069,1069,五棵树站,五棵树,五棵树火车站,吉林_长春,44.801491,126.161041,吉林省长春市榆树市长安路,吉林,长春,五棵树站,126.161041,44.801491,passenger,126.154713,44.799347,1
#N/A,1070,1070,刘家店站,刘家店,刘家店火车站,吉林_长春,44.80308,126.30902,吉林省长春市榆树市民营路,吉林,长春,刘家店站,126.30902,44.80308,passenger,126.302854,44.800988,1
#N/A,1071,1071,营城站,营城,营城火车站,吉林_长春,44.139826,125.917843,吉林省长春市九台市文化路,吉林,长春,营城站,125.917843,44.139826,passenger,125.911858,44.137815,1
#N/A,1072,1072,土们岭站,土们岭,土们岭火车站,吉林_长春,44.105135,126.049507,吉林省长春市九台市市场路,吉林,长春,土们岭站,126.049507,44.105135,passenger,126.043188,44.102787,1
#N/A,1073,1073,九台站,九台,九台火车站,吉林_长春,44.149824,125.837144,吉林省长春市九台市九台大街76号,吉林,长春,九台站,125.837144,44.149824,passenger,125.831008,44.147752,1
#N/A,1074,1074,姚家站,姚家,姚家火车站,吉林_长春,44.778656,125.880057,吉林省长春市德惠市菜园子镇姚家村,吉林,长春,姚家站,125.880057,44.778656,passenger,125.873941,44.776811,1
#N/A,1075,1075,九台南站,九台南,九台南火车站,吉林_长春,44.022382,125.811639,吉林省长春市九台市S001(宝邑大街),吉林,长春,九台南站,125.811639,44.022382,passenger,125.80544,44.020187,1
#N/A,1076,1076,达家沟站,达家沟,达家沟火车站,吉林_长春,44.658486,125.8219,吉林省长春市德惠市,吉林,长春,达家沟站,125.8219,44.658486,passenger,125.815634,44.656554,1
321,1077,1077,龙嘉站,龙嘉,龙嘉火车站,吉林_长春,43.992884,125.700132,吉林省长春市九台市机场路,吉林,长春,龙嘉站,125.700132,43.992884,passenger,125.693847,43.990654,1
#N/A,1078,1078,德惠站,德惠,德惠火车站,吉林_长春,44.533247,125.717124,吉林省长春市德惠市沐德街中段,吉林,长春,德惠站,125.717124,44.533247,passenger,125.710729,44.531242,1
#N/A,1079,1079,布海站,布海,布海火车站,吉林_长春,44.382742,125.62904,吉林省长春市德惠市,吉林,长春,布海站,125.62904,44.382742,passenger,125.622831,44.380843,1
#N/A,1080,1080,德惠西站,德惠西,德惠西火车站,吉林_长春,44.545862,125.677516,吉林省长春市德惠市德惠路,吉林,长春,德惠西站,125.677516,44.545862,passenger,125.671188,44.543924,1
#N/A,1081,1081,沃皮站,沃皮,沃皮火车站,吉林_长春,44.229265,125.531948,吉林省长春市德惠市米沙子镇沃皮火车站,吉林,长春,沃皮站,125.531948,44.229265,passenger,125.525632,44.227226,1
#N/A,1082,1082,卡伦站,卡伦,卡伦火车站,吉林_长春,44.022782,125.556057,吉林省长春市九台市小学路,吉林,长春,卡伦站,125.556057,44.022782,passenger,125.549853,44.020676,1
#N/A,1083,1083,一间堡站,一间堡,一间堡火车站,吉林_长春,44.002151,125.359182,吉林省长春市宽城区,吉林,长春,一间堡站,125.359182,44.002151,passenger,125.352555,43.999743,1
#N/A,1084,1084,米沙子站,米沙子,米沙子火车站,吉林_长春,44.147805,125.477712,吉林省长春市德惠市米沙子镇,吉林,长春,米沙子站,125.477712,44.147805,passenger,125.471179,44.145565,1
#N/A,1085,1085,农安站,农安,农安火车站,吉林_长春,43.911812,125.324188,吉林省长春市宽城区长春站南北通道,吉林,长春,农安站,125.324188,43.911812,passenger,125.317664,43.909413,1
419,1086,1086,长春站,长春,长春火车站,吉林_长春,43.911812,125.324188,吉林省长春市宽城区长春站南北通道,吉林,长春,长春站,125.324188,43.911812,passenger,125.317664,43.909413,1
542,1087,1087,长春西站,长春西,长春西火车站,吉林_长春,43.877608,125.199952,吉林省长春市绿园区绿园大街,吉林,长春,长春西站,125.199952,43.877608,passenger,125.193521,43.875235,1
#N/A,1088,1088,长春南站,长春南,长春南火车站,吉林_长春,43.851062,125.259753,吉林省长春市绿园区开运街3881,吉林,长春,长春南站,125.259753,43.851062,passenger,125.253368,43.848715,1
#N/A,1089,1089,玉山南站,玉山南,玉山南火车站,江西_上饶,28.647158,118.293201,江西省上饶市玉山县S202,江西,上饶,玉山南站,118.293201,28.647158,passenger,118.28816,28.650296,1
#N/A,1090,1090,分宜站,分宜,分宜火车站,江西_新余,27.805989,114.663554,江西省新余市分宜县站前路,江西,新余,分宜站,114.663554,27.805989,passenger,114.658641,27.809378,1
#N/A,1091,1091,五府山站,五府山,五府山火车站,江西_上饶,28.227685,118.045871,江西省上饶市上饶县四十八镇北山村桐坞湾境内,江西,上饶,五府山站,118.045871,28.227685,passenger,118.040649,28.230849,1
#N/A,1092,1092,玉山站,玉山,玉山火车站,江西_上饶,28.66049,118.236426,江西省上饶市玉山县武安西路,江西,上饶,玉山站,118.236426,28.66049,passenger,118.231394,28.663652,1
299,1093,1093,婺源站,婺源,婺源火车站,江西_上饶,29.239319,117.87542,江西省上饶市婺源县,江西,上饶,婺源站,117.87542,29.239319,passenger,117.870374,29.242227,1
626,1094,1094,上饶站,上饶,上饶火车站,江西_上饶,28.490266,118.007675,江西省上饶市信州区站前大道,江西,上饶,上饶站,118.007675,28.490266,passenger,118.002529,28.49349,1
#N/A,1095,1095,横峰站,横峰,横峰火车站,江西_上饶,28.413863,117.602398,江西省上饶市横峰县横姚路,江西,上饶,横峰站,117.602398,28.413863,passenger,117.597364,28.417322,1
