"","new_id","timestamp","value","accumulate","out_or_in","station","lat","long","province"
"2426",7079,"1580342400",0,1,"out","东方",19.088419,108.69133,"海南"
"2427",7137,"1580342400",0,2,"out","沙坪坝",29.554731,106.462639,"重庆"
"2428",7159,"1580342400",0,1,"out","中川机场",36.515,103.62,"甘肃"
"2429",7180,"1580342400",0,1,"out","毕节",27.261477,105.415287,"贵州"
"2430",7208,"1580342400",0,1,"out","成都西",30.696822,104.073374,"四川"
"2431",7415,"1580342400",0,1,"out","阆中",31.5846898,105.9755012,"四川"
"2432",7430,"1580342400",0,1,"out","南充北",30.807853,106.085121,"四川"
"2433",7496,"1580342400",0,1,"out","石林西",36.669035,116.891435,"济南"
"2434",7517,"1580342400",0,1,"out","十堰东",32.50921,111.082196,"河北"
"2435",7566,"1580342400",0,2,"out","万州北",30.845716,108.371072,"重庆"
"2436",7592,"1580342400",0,1,"out","萧县北",34.236513,116.941524,"安徽"
"2437",7601,"1580342400",0,1,"out","宜宾西",28.751836,104.643159,"四川"
"2438",7602,"1580342400",0,2,"out","永城北",34.741222,113.66245,"河南"
"2439",7660,"1580342400",0,1,"out","资中北",29.79644,104.87232,"四川"
"2440",0,"1580428800",1,36,"out",NA,0,0,NA
"2441",4,"1580428800",0,1,"out","广元",32.450081,105.821611,"四川"
"2442",12,"1580428800",0,1,"out","德阳",31.165965,104.390067,"四川"
"2443",20,"1580428800",0,1,"out","达州",31.198582,107.453172,"四川"
"2444",24,"1580428800",0,1,"out","渠县",30.804426,107.012482,"四川"
"2445",25,"1580428800",1,22,"out","成都东",30.628842,104.14128,"四川"
"2446",27,"1580428800",0,2,"out","成都南",30.605982,104.068491,"四川"
"2447",45,"1580428800",0,1,"out","上海南",31.153095,121.42947,"上海"
"2448",46,"1580428800",0,3,"out","上海",31.249662,121.455625,"上海"
"2449",52,"1580428800",0,9,"out","上海虹桥",31.19418,121.320569,"上海"
"2450",68,"1580428800",0,2,"out","南充",30.807354,106.085686,"四川"
"2451",69,"1580428800",0,1,"out","绵阳",31.459191,104.717435,"四川"
"2452",119,"1580428800",2,4,"out","峨眉山",29.57608,103.466643,"四川"
"2453",136,"1580428800",0,2,"out","宝鸡",34.372802,107.152902,"陕西"
"2454",213,"1580428800",3,9,"out","西安",34.277175,108.962718,"陕西"
"2455",216,"1580428800",0,18,"out","西安北",34.376212,108.938446,"陕西"
"2456",243,"1580428800",0,1,"out","汉中",33.089868,107.030146,"陕西"
"2457",265,"1580428800",0,16,"out","沈阳",41.795132,123.393331,"辽宁"
"2458",266,"1580428800",0,3,"out","沈阳北",41.81941,123.435889,"辽宁"
"2459",302,"1580428800",0,1,"out","锦州南",41.016765,121.125745,"辽宁"
"2460",333,"1580428800",0,3,"out","萨拉齐",40.564477,110.531489,"内蒙古自治区"
"2461",344,"1580428800",0,1,"out","包头",40.606172,109.835904,"内蒙古自治区"
"2462",507,"1580428800",0,1,"out","大连北",39.016736,121.607407,"辽宁"
"2463",508,"1580428800",0,4,"out","大连",38.922375,121.632711,"辽宁"
"2464",538,"1580428800",0,1,"out","通辽",43.605187,122.271158,"内蒙古自治区"
"2465",649,"1580428800",0,1,"out","呼和浩特东",40.85014,111.765628,"内蒙古自治区"
"2466",652,"1580428800",0,6,"out","呼和浩特",40.830307,111.665727,"内蒙古自治区"
"2467",771,"1580428800",0,2,"out","怀化",27.557198,109.967323,"湖南"
"2468",772,"1580428800",1,5,"out","怀化南",27.511489,109.994749,"湖南"
"2469",788,"1580428800",0,6,"out","衡阳东",26.896447,112.709651,"湖南"
"2470",794,"1580428800",0,1,"out","常德",29.071368,111.695052,"湖南"
"2471",800,"1580428800",0,3,"out","宜昌东",30.658178,111.370734,"湖北"
"2472",802,"1580428800",0,1,"out","孝感北",31.588045,114.221163,"湖北"
"2473",803,"1580428800",0,1,"out","汉川",30.541845,113.812926,"湖北"
"2474",804,"1580428800",0,2,"out","孝感",30.954963,113.92926,"湖北"
"2475",805,"1580428800",0,3,"out","安陆",31.256575,113.6951,"湖北"
"2476",806,"1580428800",0,1,"out","云梦",31.021656,113.738707,"湖北"
"2477",812,"1580428800",0,5,"out","襄阳",32.058011,112.1548,"湖北"
"2478",818,"1580428800",0,1,"out","咸宁北",29.899117,114.30202,"湖北"
"2479",823,"1580428800",0,188,"out","武汉",30.607096,114.42438,"湖北"
"2480",857,"1580428800",0,2,"out","株洲",27.835476,113.15673,"湖南"
"2481",859,"1580428800",2,22,"out","长沙南",28.146991,113.065259,"湖南"
"2482",862,"1580428800",0,6,"out","长沙",28.193949,113.013032,"湖南"
"2483",865,"1580428800",0,3,"out","岳阳东",29.36625,113.208067,"湖南"
"2484",874,"1580428800",0,3,"out","永州",26.454109,111.570947,"湖南"
"2485",885,"1580428800",0,1,"out","邵东",27.271428,111.750195,"湖南"
"2486",888,"1580428800",0,1,"out","邵阳北",27.574053,111.504501,"湖南"
"2487",905,"1580428800",1,1,"out","庆安",46.887585,127.503445,"黑龙江"
"2488",911,"1580428800",0,1,"out","绥化",46.644663,127.015618,"黑龙江"
"2489",961,"1580428800",0,156,"out","汉口",30.619097,114.254389,"湖北"
"2490",962,"1580428800",0,160,"out","武昌",30.528422,114.317801,"湖北"
"2491",964,"1580428800",0,3,"out","天门南",30.427844,113.456546,"湖北"
"2492",965,"1580428800",0,3,"out","随州",31.72177,113.417234,"湖北"
"2493",967,"1580428800",0,2,"out","十堰",32.603598,110.781619,"湖北"
"2494",969,"1580428800",0,3,"out","荆州",30.369761,112.213011,"湖北"
"2495",973,"1580428800",0,1,"out","荆门",31.051049,112.211897,"湖北"
"2496",978,"1580428800",0,1,"out","大冶北",30.121022,115.00032,"湖北"
"2497",987,"1580428800",0,1,"out","黄冈东",30.50754,114.985344,"湖北"
"2498",988,"1580428800",0,3,"out","麻城北",31.192731,114.991169,"湖北"
"2499",990,"1580428800",0,8,"out","麻城",31.146285,114.96389,"湖北"
"2500",1000,"1580428800",0,1,"out","鄂州",30.362469,114.866603,"湖北"
"2501",1025,"1580428800",0,4,"out","徐州东",34.26687,117.303151,"江苏"
"2502",1028,"1580428800",0,2,"out","徐州",34.265367,117.207387,"江苏"
"2503",1033,"1580428800",0,1,"out","无锡",31.587145,120.305513,"江苏"
"2504",1055,"1580428800",0,10,"out","南京南",31.968681,118.797932,"江苏"
"2505",1077,"1580428800",0,1,"out","龙嘉",43.992884,125.700132,"吉林"
"2506",1086,"1580428800",0,4,"out","长春",43.911812,125.324188,"吉林"
"2507",1087,"1580428800",0,1,"out","长春西",43.877608,125.199952,"吉林"
"2508",1094,"1580428800",0,1,"out","上饶",28.490266,118.007675,"江西"
"2509",1105,"1580428800",2,4,"out","南昌",28.662028,115.919161,"江西"
"2510",1108,"1580428800",0,3,"out","南昌西",28.62249,115.792614,"江西"
"2511",1109,"1580428800",0,1,"out","九江",29.704675,116.005874,"江西"
"2512",1119,"1580428800",0,1,"out","吉安",27.105267,115.02108,"江西"
"2513",1131,"1580428800",0,1,"out","大余",25.439286,114.424578,"江西"
"2514",1138,"1580428800",0,1,"out","南丰",27.286186,116.599617,"江西"
"2515",1148,"1580428800",0,2,"out","扬州",32.389628,119.351134,"江苏"
"2516",1150,"1580428800",0,4,"out","盐城",33.3825,120.174028,"江苏"
"2517",1267,"1580428800",0,1,"out","梅河口",42.534818,125.685059,"吉林"
"2518",1317,"1580428800",0,2,"out","邢台",37.06985,114.492925,"河北"
"2519",1321,"1580428800",0,1,"out","唐山",39.6257,118.120189,"河北"
"2520",1327,"1580428800",0,1,"out","正定机场",38.252604,114.71153,"河北"
"2521",1333,"1580428800",0,3,"out","石家庄北",38.066129,114.465388,"河北"
"2522",1334,"1580428800",0,2,"out","石家庄",38.010514,114.48447,"河北"
"2523",1352,"1580428800",0,1,"out","淮滨",32.500942,115.412152,"河南"
"2524",1355,"1580428800",0,1,"out","信阳东",32.144317,114.160266,"河南"
"2525",1358,"1580428800",0,5,"out","信阳",32.128928,114.082245,"河南"
"2526",1363,"1580428800",0,1,"out","新乡东",35.314417,113.978667,"河南"
"2527",1372,"1580428800",0,1,"out","商丘",34.443639,115.656869,"河南"
"2528",1394,"1580428800",0,1,"out","南阳",32.998483,112.512129,"河南"
"2529",1395,"1580428800",0,1,"out","内乡",33.067838,111.865908,"河南"
"2530",1435,"1580428800",0,6,"out","高碑店",39.328714,115.858912,"河北"
"2531",1436,"1580428800",0,1,"out","高碑店东",39.289054,115.945041,"河北"
"2532",1437,"1580428800",0,2,"out","保定",38.863454,115.479882,"河北"
"2533",1438,"1580428800",1,1,"out","保定东",38.864146,115.60163,"河北"
"2534",1465,"1580428800",0,4,"out","海口东",19.983649,110.3432,"海南"
"2535",1466,"1580428800",0,3,"out","美兰",19.941569,110.461373,"海南"
"2536",1485,"1580428800",0,1,"out","邯郸东",36.62012,114.559179,"河北"
"2537",1568,"1580428800",0,4,"out","佳木斯",46.804719,130.383246,"黑龙江"
"2538",1602,"1580428800",0,4,"out","齐齐哈尔",47.33966,123.995109,"黑龙江"
"2539",1655,"1580428800",0,5,"out","牡丹江",44.590098,129.612947,"黑龙江"
"2540",1665,"1580428800",0,1,"out","哈尔滨西",45.706897,126.577918,"黑龙江"
"2541",1666,"1580428800",0,15,"out","哈尔滨",45.761109,126.632312,"黑龙江"
"2542",1695,"1580428800",0,1,"out","大庆东",46.533778,125.123004,"黑龙江"
"2543",1720,"1580428800",0,2,"out","驻马店西",33.000449,113.980043,"河南"
"2544",1725,"1580428800",0,12,"out","郑州",34.746377,113.65971,"河南"
"2545",1726,"1580428800",0,18,"out","郑州东",34.759186,113.779103,"河南"
"2546",1784,"1580428800",0,1,"out","哈尔滨东",45.788479,126.710863,"黑龙江"
"2547",1827,"1580428800",0,1,"out","厦门北",24.636309,118.074094,"福建"
"2548",1899,"1580428800",0,1,"out","兰州西",36.068394,103.752733,"甘肃"
"2549",1900,"1580428800",0,4,"out","兰州",36.034906,103.851267,"甘肃"
"2550",1932,"1580428800",0,4,"out","宿州东",33.675769,117.250377,"安徽"
"2551",1936,"1580428800",0,1,"out","芜湖",31.348391,118.396589,"安徽"
"2552",1957,"1580428800",0,1,"out","合肥",31.885816,117.31754,"安徽"
"2553",1960,"1580428800",0,16,"out","合肥南",31.798569,117.290369,"安徽"
"2554",1964,"1580428800",0,3,"out","阜阳",32.91468,115.868148,"安徽"
"2555",1978,"1580428800",0,1,"out","蚌埠",32.943887,117.377761,"安徽"
"2556",2003,"1580428800",0,2,"out","福州",26.114028,119.320023,"福建"
"2557",2027,"1580428800",0,16,"out","北京南",39.864896,116.379054,"北京"
"2558",2028,"1580428800",0,2,"out","清河",40.041651,116.315062,"北京"
"2559",2030,"1580428800",0,4,"out","北京西",39.894755,116.321148,"北京"
"2560",2039,"1580428800",0,8,"out","北京",39.903708,116.427258,"北京"
"2561",2064,"1580428800",0,4,"out","贵阳北",26.619292,106.674201,"贵州"
"2562",2076,"1580428800",0,1,"out","玉林",22.597478,110.156873,"广西壮族自治区"
"2563",2085,"1580428800",0,10,"out","南宁",22.826755,108.315177,"广西壮族自治区"
"2564",2086,"1580428800",0,6,"out","南宁东",22.842049,108.414219,"广西壮族自治区"
"2565",2093,"1580428800",0,6,"out","柳州",24.307475,109.389088,"广西壮族自治区"
"2566",2107,"1580428800",1,3,"out","桂林北",25.328907,110.302177,"广西壮族自治区"
"2567",2110,"1580428800",0,1,"out","桂林",25.261035,110.282782,"广西壮族自治区"
"2568",2128,"1580428800",0,1,"out","玉屏",27.239851,108.934689,"贵州"
"2569",2152,"1580428800",0,1,"out","镇远",27.034715,108.409928,"贵州"
"2570",2204,"1580428800",0,1,"out","河源",23.7594,114.68321,"广东"
"2571",2205,"1580428800",2,9,"out","广州南",22.988726,113.269446,"广东"
"2572",2208,"1580428800",0,5,"out","广州",23.14891,113.257569,"广东"
"2573",2248,"1580428800",0,1,"out","崇左",22.403914,107.358138,"广西壮族自治区"
"2574",2256,"1580428800",0,3,"out","北海",21.452804,109.128259,"广西壮族自治区"
"2575",2264,"1580428800",0,1,"out","珠海",22.215206,113.549376,"广东"
"2576",2276,"1580428800",0,1,"out","怀集",23.892782,112.159573,"广东"
"2577",2280,"1580428800",0,1,"out","湛江西",21.21591,110.28058,"广东"
"2578",2287,"1580428800",0,1,"out","深圳东",22.601157,114.118789,"广东"
"2579",2289,"1580428800",4,6,"out","深圳北",22.609183,114.02899,"广东"
"2580",2290,"1580428800",0,4,"out","深圳",22.53161,114.11717,"广东"
"2581",2303,"1580428800",0,1,"out","汕头",23.372003,116.754727,"广东"
"2582",2778,"1580428800",0,1,"out","沈阳南",41.660199,123.348874,"辽宁"
"2583",5277,"1580428800",0,1,"out","防城港",21.629406,108.357342,"广西"
"2584",5989,"1580428800",0,5,"out","昆明南",24.920244,102.822787,"云南"
"2585",6136,"1580428800",0,5,"out","重庆西",29.430422,106.429033,"重庆"
"2586",6312,"1580428800",0,5,"out","昆明",25.015805,102.721791,"云南"
"2587",6342,"1580428800",0,4,"out","宁波",29.861534,121.536359,"浙江"
"2588",6353,"1580428800",0,2,"out","义乌",29.378366,120.043352,"浙江"
"2589",6370,"1580428800",0,2,"out","杭州",30.243562,120.183016,"浙江"
"2590",6371,"1580428800",0,6,"out","杭州东",30.291066,120.212918,"浙江"
"2591",6420,"1580428800",0,2,"out","天津西",39.158531,117.163382,"天津"
"2592",6423,"1580428800",0,3,"out","天津",39.135656,117.210114,"天津"
"2593",6489,"1580428800",0,1,"out","吐鲁番北",43.02236,89.111139,"新疆维吾尔自治区"
"2594",6523,"1580428800",0,1,"out","库车",41.694913,83.016589,"新疆维吾尔自治区"
"2595",6661,"1580428800",0,2,"out","万州",30.754938,108.399826,"重庆"
"2596",6663,"1580428800",0,1,"out","石柱县",29.965289,108.097576,"重庆"
"2597",6698,"1580428800",0,1,"out","涪陵北",29.768328,107.276696,"重庆"
"2598",6710,"1580428800",0,1,"out","温州南",27.966086,120.585003,"浙江"
"2599",6723,"1580428800",0,1,"out","绍兴北",30.099718,120.538608,"浙江"
"2600",6748,"1580428800",0,4,"out","乌鲁木齐",43.779213,87.583207,"新疆维吾尔自治区"
"2601",6770,"1580428800",0,2,"out","重庆",29.549881,106.547488,"重庆"
"2602",6773,"1580428800",0,9,"out","重庆北",29.60778,106.550937,"重庆"
"2603",6804,"1580428800",0,1,"out","晋城",35.475703,112.873555,"山西"
"2604",6829,"1580428800",0,1,"out","枣庄",34.779737,117.306419,"山东"
"2605",6832,"1580428800",0,1,"out","烟台南",37.432394,121.392254,"山东"
"2606",6872,"1580428800",0,2,"out","太原南",37.79177,112.610519,"山西"
"2607",6875,"1580428800",0,1,"out","太原",37.860498,112.587626,"山西"
"2608",6946,"1580428800",0,1,"out","银川",38.49207,106.174701,"宁夏回族自治区"
"2609",6982,"1580428800",0,1,"out","泰安",36.187027,117.110745,"山东"
"2610",6983,"1580428800",0,1,"out","泰山",36.187027,117.110745,"山东"
"2611",6993,"1580428800",0,4,"out","青岛",36.064567,120.312493,"山东"
"2612",7015,"1580428800",0,1,"out","曲阜东",35.55627,117.068864,"山东"
"2613",7022,"1580428800",0,2,"out","济南",36.671081,116.990852,"山东"
"2614",7023,"1580428800",0,1,"out","济南东",36.681194,117.029504,"山东"
"2615",7025,"1580428800",0,2,"out","济南西",36.669027,116.891606,"山东"
"2616",7031,"1580428800",0,1,"out","菏泽",35.230704,115.506742,"山东"
"2617",7037,"1580428800",0,1,"out","德州东",37.409615,116.461698,"山东"
"2618",7041,"1580428800",0,3,"out","西宁",36.619867,101.814009,"青海"
"2619",7044,"1580428800",0,1,"out","香港西九龙",22.304227,114.1649207,"香港"
"2620",7049,"1580428800",0,1,"out","赤峰南",42.255955,118.960592,"内蒙古"
"2621",7079,"1580428800",0,1,"out","东方",19.088419,108.69133,"海南"
"2622",7137,"1580428800",0,2,"out","沙坪坝",29.554731,106.462639,"重庆"
"2623",7159,"1580428800",0,1,"out","中川机场",36.515,103.62,"甘肃"
"2624",7180,"1580428800",0,1,"out","毕节",27.261477,105.415287,"贵州"
"2625",7208,"1580428800",0,1,"out","成都西",30.696822,104.073374,"四川"
"2626",7415,"1580428800",0,1,"out","阆中",31.5846898,105.9755012,"四川"
"2627",7430,"1580428800",0,1,"out","南充北",30.807853,106.085121,"四川"
"2628",7496,"1580428800",0,1,"out","石林西",36.669035,116.891435,"济南"
"2629",7517,"1580428800",0,1,"out","十堰东",32.50921,111.082196,"河北"
"2630",7566,"1580428800",0,2,"out","万州北",30.845716,108.371072,"重庆"
"2631",7592,"1580428800",0,1,"out","萧县北",34.236513,116.941524,"安徽"
"2632",7601,"1580428800",0,1,"out","宜宾西",28.751836,104.643159,"四川"
"2633",7602,"1580428800",0,2,"out","永城北",34.741222,113.66245,"河南"
"2634",7660,"1580428800",0,1,"out","资中北",29.79644,104.87232,"四川"
"2635",0,"1580515200",1,37,"out",NA,0,0,NA
"2636",4,"1580515200",0,1,"out","广元",32.450081,105.821611,"四川"
"2637",12,"1580515200",0,1,"out","德阳",31.165965,104.390067,"四川"
"2638",20,"1580515200",1,2,"out","达州",31.198582,107.453172,"四川"
"2639",24,"1580515200",0,1,"out","渠县",30.804426,107.012482,"四川"
"2640",25,"1580515200",0,22,"out","成都东",30.628842,104.14128,"四川"
"2641",27,"1580515200",0,2,"out","成都南",30.605982,104.068491,"四川"
"2642",45,"1580515200",0,1,"out","上海南",31.153095,121.42947,"上海"
"2643",46,"1580515200",0,3,"out","上海",31.249662,121.455625,"上海"
"2644",52,"1580515200",0,9,"out","上海虹桥",31.19418,121.320569,"上海"
"2645",68,"1580515200",0,2,"out","南充",30.807354,106.085686,"四川"
"2646",69,"1580515200",0,1,"out","绵阳",31.459191,104.717435,"四川"
"2647",119,"1580515200",0,4,"out","峨眉山",29.57608,103.466643,"四川"
"2648",136,"1580515200",0,2,"out","宝鸡",34.372802,107.152902,"陕西"
"2649",213,"1580515200",0,9,"out","西安",34.277175,108.962718,"陕西"
"2650",216,"1580515200",1,19,"out","西安北",34.376212,108.938446,"陕西"
"2651",243,"1580515200",0,1,"out","汉中",33.089868,107.030146,"陕西"
"2652",265,"1580515200",0,16,"out","沈阳",41.795132,123.393331,"辽宁"
"2653",266,"1580515200",0,3,"out","沈阳北",41.81941,123.435889,"辽宁"
"2654",302,"1580515200",0,1,"out","锦州南",41.016765,121.125745,"辽宁"
"2655",333,"1580515200",0,3,"out","萨拉齐",40.564477,110.531489,"内蒙古自治区"
"2656",344,"1580515200",0,1,"out","包头",40.606172,109.835904,"内蒙古自治区"
"2657",507,"1580515200",0,1,"out","大连北",39.016736,121.607407,"辽宁"
"2658",508,"1580515200",0,4,"out","大连",38.922375,121.632711,"辽宁"
"2659",538,"1580515200",0,1,"out","通辽",43.605187,122.271158,"内蒙古自治区"
"2660",649,"1580515200",0,1,"out","呼和浩特东",40.85014,111.765628,"内蒙古自治区"
"2661",652,"1580515200",0,6,"out","呼和浩特",40.830307,111.665727,"内蒙古自治区"
"2662",771,"1580515200",0,2,"out","怀化",27.557198,109.967323,"湖南"
"2663",772,"1580515200",0,5,"out","怀化南",27.511489,109.994749,"湖南"
"2664",788,"1580515200",0,6,"out","衡阳东",26.896447,112.709651,"湖南"
"2665",794,"1580515200",0,1,"out","常德",29.071368,111.695052,"湖南"
"2666",800,"1580515200",0,3,"out","宜昌东",30.658178,111.370734,"湖北"
"2667",802,"1580515200",0,1,"out","孝感北",31.588045,114.221163,"湖北"
"2668",803,"1580515200",0,1,"out","汉川",30.541845,113.812926,"湖北"
"2669",804,"1580515200",0,2,"out","孝感",30.954963,113.92926,"湖北"
"2670",805,"1580515200",0,3,"out","安陆",31.256575,113.6951,"湖北"
"2671",806,"1580515200",0,1,"out","云梦",31.021656,113.738707,"湖北"
"2672",812,"1580515200",0,5,"out","襄阳",32.058011,112.1548,"湖北"
"2673",818,"1580515200",0,1,"out","咸宁北",29.899117,114.30202,"湖北"
"2674",823,"1580515200",0,188,"out","武汉",30.607096,114.42438,"湖北"
"2675",857,"1580515200",0,2,"out","株洲",27.835476,113.15673,"湖南"
"2676",859,"1580515200",0,22,"out","长沙南",28.146991,113.065259,"湖南"
"2677",862,"1580515200",0,6,"out","长沙",28.193949,113.013032,"湖南"
"2678",865,"1580515200",1,4,"out","岳阳东",29.36625,113.208067,"湖南"
"2679",874,"1580515200",0,3,"out","永州",26.454109,111.570947,"湖南"
"2680",885,"1580515200",0,1,"out","邵东",27.271428,111.750195,"湖南"
"2681",888,"1580515200",0,1,"out","邵阳北",27.574053,111.504501,"湖南"
"2682",905,"1580515200",0,1,"out","庆安",46.887585,127.503445,"黑龙江"
"2683",911,"1580515200",0,1,"out","绥化",46.644663,127.015618,"黑龙江"
"2684",961,"1580515200",0,156,"out","汉口",30.619097,114.254389,"湖北"
"2685",962,"1580515200",0,160,"out","武昌",30.528422,114.317801,"湖北"
"2686",964,"1580515200",0,3,"out","天门南",30.427844,113.456546,"湖北"
"2687",965,"1580515200",0,3,"out","随州",31.72177,113.417234,"湖北"
"2688",967,"1580515200",0,2,"out","十堰",32.603598,110.781619,"湖北"
"2689",969,"1580515200",0,3,"out","荆州",30.369761,112.213011,"湖北"
"2690",973,"1580515200",0,1,"out","荆门",31.051049,112.211897,"湖北"
"2691",978,"1580515200",0,1,"out","大冶北",30.121022,115.00032,"湖北"
"2692",987,"1580515200",0,1,"out","黄冈东",30.50754,114.985344,"湖北"
"2693",988,"1580515200",0,3,"out","麻城北",31.192731,114.991169,"湖北"
"2694",990,"1580515200",0,8,"out","麻城",31.146285,114.96389,"湖北"
"2695",1000,"1580515200",0,1,"out","鄂州",30.362469,114.866603,"湖北"
"2696",1025,"1580515200",0,4,"out","徐州东",34.26687,117.303151,"江苏"
"2697",1028,"1580515200",0,2,"out","徐州",34.265367,117.207387,"江苏"
"2698",1033,"1580515200",0,1,"out","无锡",31.587145,120.305513,"江苏"
"2699",1055,"1580515200",0,10,"out","南京南",31.968681,118.797932,"江苏"
"2700",1077,"1580515200",0,1,"out","龙嘉",43.992884,125.700132,"吉林"
"2701",1086,"1580515200",0,4,"out","长春",43.911812,125.324188,"吉林"
"2702",1087,"1580515200",0,1,"out","长春西",43.877608,125.199952,"吉林"
"2703",1094,"1580515200",0,1,"out","上饶",28.490266,118.007675,"江西"
"2704",1105,"1580515200",0,4,"out","南昌",28.662028,115.919161,"江西"
"2705",1108,"1580515200",0,3,"out","南昌西",28.62249,115.792614,"江西"
"2706",1109,"1580515200",0,1,"out","九江",29.704675,116.005874,"江西"
"2707",1119,"1580515200",0,1,"out","吉安",27.105267,115.02108,"江西"
"2708",1131,"1580515200",0,1,"out","大余",25.439286,114.424578,"江西"
"2709",1138,"1580515200",0,1,"out","南丰",27.286186,116.599617,"江西"
"2710",1148,"1580515200",0,2,"out","扬州",32.389628,119.351134,"江苏"
"2711",1150,"1580515200",0,4,"out","盐城",33.3825,120.174028,"江苏"
"2712",1267,"1580515200",0,1,"out","梅河口",42.534818,125.685059,"吉林"
"2713",1317,"1580515200",0,2,"out","邢台",37.06985,114.492925,"河北"
"2714",1321,"1580515200",0,1,"out","唐山",39.6257,118.120189,"河北"
"2715",1327,"1580515200",0,1,"out","正定机场",38.252604,114.71153,"河北"
"2716",1333,"1580515200",0,3,"out","石家庄北",38.066129,114.465388,"河北"
"2717",1334,"1580515200",0,2,"out","石家庄",38.010514,114.48447,"河北"
"2718",1352,"1580515200",0,1,"out","淮滨",32.500942,115.412152,"河南"
"2719",1355,"1580515200",0,1,"out","信阳东",32.144317,114.160266,"河南"
"2720",1358,"1580515200",0,5,"out","信阳",32.128928,114.082245,"河南"
"2721",1363,"1580515200",0,1,"out","新乡东",35.314417,113.978667,"河南"
"2722",1372,"1580515200",0,1,"out","商丘",34.443639,115.656869,"河南"
"2723",1394,"1580515200",0,1,"out","南阳",32.998483,112.512129,"河南"
"2724",1395,"1580515200",0,1,"out","内乡",33.067838,111.865908,"河南"
"2725",1435,"1580515200",0,6,"out","高碑店",39.328714,115.858912,"河北"
"2726",1436,"1580515200",0,1,"out","高碑店东",39.289054,115.945041,"河北"
"2727",1437,"1580515200",0,2,"out","保定",38.863454,115.479882,"河北"
"2728",1438,"1580515200",0,1,"out","保定东",38.864146,115.60163,"河北"
"2729",1465,"1580515200",0,4,"out","海口东",19.983649,110.3432,"海南"
"2730",1466,"1580515200",0,3,"out","美兰",19.941569,110.461373,"海南"
"2731",1485,"1580515200",0,1,"out","邯郸东",36.62012,114.559179,"河北"
"2732",1568,"1580515200",0,4,"out","佳木斯",46.804719,130.383246,"黑龙江"
"2733",1602,"1580515200",0,4,"out","齐齐哈尔",47.33966,123.995109,"黑龙江"
"2734",1655,"1580515200",0,5,"out","牡丹江",44.590098,129.612947,"黑龙江"
"2735",1665,"1580515200",0,1,"out","哈尔滨西",45.706897,126.577918,"黑龙江"
"2736",1666,"1580515200",0,15,"out","哈尔滨",45.761109,126.632312,"黑龙江"
"2737",1695,"1580515200",0,1,"out","大庆东",46.533778,125.123004,"黑龙江"
"2738",1720,"1580515200",0,2,"out","驻马店西",33.000449,113.980043,"河南"
"2739",1725,"1580515200",0,12,"out","郑州",34.746377,113.65971,"河南"
"2740",1726,"1580515200",0,18,"out","郑州东",34.759186,113.779103,"河南"
"2741",1784,"1580515200",0,1,"out","哈尔滨东",45.788479,126.710863,"黑龙江"
"2742",1827,"1580515200",0,1,"out","厦门北",24.636309,118.074094,"福建"
"2743",1899,"1580515200",0,1,"out","兰州西",36.068394,103.752733,"甘肃"
"2744",1900,"1580515200",0,4,"out","兰州",36.034906,103.851267,"甘肃"
"2745",1932,"1580515200",0,4,"out","宿州东",33.675769,117.250377,"安徽"
"2746",1936,"1580515200",0,1,"out","芜湖",31.348391,118.396589,"安徽"
"2747",1957,"1580515200",0,1,"out","合肥",31.885816,117.31754,"安徽"
"2748",1960,"1580515200",0,16,"out","合肥南",31.798569,117.290369,"安徽"
"2749",1964,"1580515200",0,3,"out","阜阳",32.91468,115.868148,"安徽"
"2750",1978,"1580515200",0,1,"out","蚌埠",32.943887,117.377761,"安徽"
"2751",1983,"1580515200",1,1,"out","宿松",30.229331,116.104055,"安徽"
"2752",2003,"1580515200",0,2,"out","福州",26.114028,119.320023,"福建"
"2753",2027,"1580515200",0,16,"out","北京南",39.864896,116.379054,"北京"
"2754",2028,"1580515200",0,2,"out","清河",40.041651,116.315062,"北京"
"2755",2030,"1580515200",0,4,"out","北京西",39.894755,116.321148,"北京"
"2756",2039,"1580515200",1,9,"out","北京",39.903708,116.427258,"北京"
"2757",2064,"1580515200",0,4,"out","贵阳北",26.619292,106.674201,"贵州"
"2758",2076,"1580515200",0,1,"out","玉林",22.597478,110.156873,"广西壮族自治区"
"2759",2085,"1580515200",0,10,"out","南宁",22.826755,108.315177,"广西壮族自治区"
"2760",2086,"1580515200",0,6,"out","南宁东",22.842049,108.414219,"广西壮族自治区"
"2761",2093,"1580515200",0,6,"out","柳州",24.307475,109.389088,"广西壮族自治区"
"2762",2107,"1580515200",0,3,"out","桂林北",25.328907,110.302177,"广西壮族自治区"
"2763",2110,"1580515200",0,1,"out","桂林",25.261035,110.282782,"广西壮族自治区"
"2764",2128,"1580515200",0,1,"out","玉屏",27.239851,108.934689,"贵州"
"2765",2152,"1580515200",0,1,"out","镇远",27.034715,108.409928,"贵州"
"2766",2204,"1580515200",0,1,"out","河源",23.7594,114.68321,"广东"
"2767",2205,"1580515200",0,9,"out","广州南",22.988726,113.269446,"广东"
"2768",2208,"1580515200",0,5,"out","广州",23.14891,113.257569,"广东"
"2769",2248,"1580515200",0,1,"out","崇左",22.403914,107.358138,"广西壮族自治区"
"2770",2256,"1580515200",0,3,"out","北海",21.452804,109.128259,"广西壮族自治区"
"2771",2264,"1580515200",0,1,"out","珠海",22.215206,113.549376,"广东"
